"","customerID","gender","SeniorCitizen","Partner","Dependents"
"3776","1309-XGFSN","male","1","yes","Yes"
"3777","1866-RZZQS","male","1","no","No"
"3778","6968-URWQU","male","0","yes","No"
"3779","4742-TXUEX","female","0","yes","Yes"
"3780","9631-XEYKE","male","0","no","No"
"3781","8631-NBHFZ","male","1","yes","Yes"
"3782","1335-MXCSE","male","0","yes","Yes"
"3783","8873-TMKGR","male","0","no","No"
"3784","8800-JOOCF","female","0","no","Yes"
"3785","1469-LBJQJ","female","0","yes","No"
"3786","4958-XCBDQ","male","1","no","No"
"3787","8337-UPOAQ","male","1","yes","No"
"3788","0064-YIJGF","male","0","yes","Yes"
"3789","2386-OWURY","female","0","no","No"
"3790","1725-IQNIY","male","0","yes","No"
"3791","0310-VQXAM","male","0","no","No"
"3792","6598-RFFVI","male","0","no","No"
"3793","3453-RTHJQ","male","0","no","No"
"3794","6712-OAWRH","female","1","no","No"
"3795","6278-FEPBZ","female","0","no","No"
"3796","4280-DLSHD","male","0","yes","No"
"3797","1508-DFXCU","male","0","no","No"
"3798","8614-VGMMV","female","0","no","No"
"3799","7868-BGSZA","male","0","yes","No"
"3800","2800-QQUSO","male","0","no","No"
"3801","2930-UOTMB","female","0","no","No"
"3802","7973-DZRKH","female","0","no","Yes"
"3803","5914-DVBWJ","female","1","no","No"
"3804","7698-YFGEZ","male","0","no","No"
"3805","2533-QVMSK","male","0","yes","No"
"3806","9773-PEQBZ","male","0","no","No"
"3807","8644-XLFBW","male","1","no","No"
"3808","0650-BWOZN","female","1","no","No"
"3809","8625-AZYZY","male","0","yes","No"
"3810","7785-RDVIG","female","0","yes","Yes"
"3811","9602-WCXPI","male","0","no","No"
"3812","2903-YYTBW","male","0","yes","Yes"
"3813","3620-MWJNE","male","0","no","No"
"3814","8573-JGCZW","male","0","no","No"
"3815","6837-HAEVO","male","0","yes","Yes"
"3816","6701-YVNQG","male","0","yes","No"
"3817","9306-CPCBC","female","0","no","No"
"3818","4304-XUMGI","male","1","yes","Yes"
"3819","9504-YAZWB","female","0","no","No"
"3820","8819-ZBYNA","female","0","yes","No"
"3821","6174-NRBTZ","male","0","no","No"
"3822","9481-IEBZY","male","1","yes","No"
"3823","1833-VGRUM","female","1","no","No"
"3824","6137-NICCO","female","0","yes","Yes"
"3825","9065-ZCPQX","male","0","yes","No"
"3826","6402-EJMWF","male","0","no","No"
"3827","3620-EHIMZ","female","0","yes","Yes"
"3828","3213-VVOLG","male","0","yes","Yes"
"3829","6870-ECSHE","female","0","no","No"
"3830","8747-UDCOI","female","0","yes","No"
"3831","8374-XGEJJ","male","1","yes","No"
"3832","2656-TABEH","male","0","yes","No"
"3833","6946-LMSQS","male","1","yes","No"
"3834","4626-OZDTJ","female","0","yes","No"
"3835","9169-BSVIN","male","0","no","No"
"3836","2325-ZUSFD","female","0","yes","Yes"
"3837","8194-PEEBY","female","0","yes","Yes"
"3838","6872-HXFNF","female","0","yes","No"
"3839","3932-CMDTD","female","0","no","No"
"3840","7714-YXSMB","female","0","no","No"
"3841","8387-UGUSU","female","0","yes","Yes"
"3842","1080-BWSYE","male","1","yes","No"
"3843","4039-HEUNW","male","1","yes","No"
"3844","1194-HVAIF","female","0","yes","No"
"3845","0812-WUPTB","male","1","yes","No"
"3846","3594-UVONA","female","0","no","No"
"3847","0004-TLHLJ","male","0","no","No"
"3848","1767-TGTKO","female","0","yes","Yes"
"3849","8439-LTUGF","male","0","no","No"
"3850","8805-JNRAZ","female","0","no","No"
"3851","5089-IFSDP","female","0","yes","No"
"3852","6418-HNFED","male","0","yes","No"
"3853","0206-OYVOC","female","0","yes","Yes"
"3854","7291-CDTMJ","male","0","no","No"
"3855","7128-GGCNO","male","0","no","No"
"3856","0237-YFUTL","female","0","yes","No"
"3857","7691-KGKGP","male","0","yes","Yes"
"3858","6710-HSJRD","male","0","yes","No"
"3859","3675-EQOZA","male","0","no","No"
"3860","0840-DCNZE","male","0","no","No"
"3861","1732-FEKLD","female","0","no","No"
"3862","9862-KJTYK","male","0","no","Yes"
"3863","0479-HMSWA","female","0","no","Yes"
"3864","5854-KSRBJ","male","0","yes","Yes"
"3865","0365-BZUWY","male","0","yes","No"
"3866","4817-VYYWS","female","0","no","No"
"3867","5701-SVCWR","female","0","no","Yes"
"3868","3129-AAQOU","female","0","yes","Yes"
"3869","4922-CVPDX","female","0","yes","No"
"3870","1396-QWFBJ","female","0","yes","Yes"
"3871","1357-BIJKI","male","0","yes","No"
"3872","1099-BTKWT","female","0","yes","No"
"3873","5299-SJCZT","male","0","no","No"
"3874","2018-PZKMU","male","0","yes","Yes"
"3875","7340-KEFQE","female","0","yes","Yes"
"3876","4570-QHXHL","female","0","no","No"
"3877","2403-BCASL","male","1","yes","Yes"
"3878","7392-YYPYJ","male","0","no","No"
"3879","2898-LSJGD","female","0","yes","Yes"
"3880","2223-GDSHL","male","0","yes","Yes"
"3881","7359-PTSXY","male","0","no","No"
"3882","9470-RTWDV","male","0","yes","Yes"
"3883","2176-OSJUV","male","0","yes","No"
"3884","9348-YVOMK","male","0","no","No"
"3885","8104-OSKWT","female","0","no","No"
"3886","4521-YEEHE","female","0","yes","No"
"3887","4090-KPJIP","female","0","no","No"
"3888","3786-WOVKF","female","1","yes","No"
"3889","4503-BDXBD","male","0","no","No"
"3890","6086-ESGRL","female","0","no","No"
"3891","2592-HODOV","male","0","no","No"
"3892","3886-CERTZ","female","0","yes","No"
"3893","7995-ZHHNZ","male","0","yes","No"
"3894","3824-RHKVR","female","0","no","No"
"3895","5816-SCGFC","female","1","no","No"
"3896","5989-AXPUC","female","0","yes","No"
"3897","4979-HPRFL","male","0","yes","Yes"
"3898","8590-OHDIW","female","0","yes","Yes"
"3899","8015-IHCGW","female","0","yes","Yes"
"3900","2332-TODQS","female","0","no","No"
"3901","9278-VZKCD","female","1","yes","No"
"3902","8008-OTEZX","female","0","yes","Yes"
"3903","2773-OVBPK","male","0","yes","No"
"3904","5999-LCXAO","female","0","no","No"
"3905","5206-XZZQI","male","0","no","No"
"3906","4803-LBYPN","male","0","yes","Yes"
"3907","5759-RCVCB","female","0","no","No"
"3908","6372-RFVNS","female","0","yes","No"
"3909","2139-FQHLM","male","0","no","No"
"3910","8261-GWDBQ","female","1","yes","No"
"3911","1093-YSWCA","male","0","no","No"
"3912","8938-UMKPI","female","0","no","No"
"3913","0991-BRRFB","male","0","no","No"
"3914","3882-IYOIJ","female","0","yes","Yes"
"3915","8749-TZYEC","male","0","yes","No"
"3916","1755-FZQEC","male","0","no","No"
"3917","3115-JPJDD","female","0","yes","No"
"3918","5600-KTXFM","male","0","yes","Yes"
"3919","3871-IKPYH","male","1","no","No"
"3920","6319-IEJWJ","male","0","yes","Yes"
"3921","9025-AOMKI","female","0","no","No"
"3922","6339-TBELP","male","0","no","No"
"3923","7964-YESJC","female","0","yes","No"
"3924","6173-GOLSU","male","1","yes","No"
"3925","5275-SQEIZ","male","0","no","No"
"3926","7716-YTYHG","female","0","yes","Yes"
"3927","9938-ZREHM","female","0","yes","No"
"3928","7950-XWOVN","male","0","no","No"
"3929","4390-KYULV","male","0","yes","No"
"3930","4647-MUZON","female","0","yes","No"
"3931","9702-AIUJO","male","0","yes","Yes"
"3932","8849-PRIQJ","female","0","yes","Yes"
"3933","8851-RAGOV","female","0","yes","No"
"3934","1304-NECVQ","female","1","no","No"
"3935","5396-IZEPB","male","0","no","No"
"3936","1729-VLAZJ","female","0","no","Yes"
"3937","8285-ABVLB","female","0","yes","No"
"3938","0701-TJSEF","male","0","no","No"
"3939","5712-VBOXD","female","0","no","No"
"3940","6629-LADHQ","female","0","no","No"
"3941","8945-GRKHX","female","0","no","Yes"
"3942","1559-DTODC","male","0","no","No"
"3943","4797-MIWUM","male","0","yes","Yes"
"3944","6959-UWKHF","male","0","no","No"
"3945","8720-RQSBJ","male","1","no","No"
"3946","4537-CIBHB","female","0","yes","Yes"
"3947","3815-SLMEF","female","0","no","No"
"3948","5154-VEKBL","female","0","no","No"
"3949","4324-AHJKS","female","0","no","No"
"3950","4355-CVPVS","female","0","yes","Yes"
"3951","4495-LHSSK","female","0","no","Yes"
"3952","5655-JSMZM","male","1","no","No"
"3953","5915-ANOEI","male","0","yes","No"
"3954","9861-PDSZP","female","0","no","No"
"3955","4505-EXZHB","female","1","no","No"
"3956","7225-CBZPL","male","1","yes","No"
"3957","6704-UTUKK","male","0","yes","No"
"3958","4587-VVTOX","female","0","yes","No"
"3959","2019-HDCZY","male","0","yes","No"
"3960","4652-NNHNY","male","0","yes","No"
"3961","8788-DOXSU","male","0","no","No"
"3962","7404-JLKQG","female","0","no","No"
"3963","7421-ZLUPA","female","0","no","No"
"3964","8972-HJWNV","female","1","yes","No"
"3965","3274-NSDWE","female","0","no","No"
"3966","2632-IVXVF","female","0","yes","Yes"
"3967","3692-JHONH","female","1","yes","No"
"3968","8915-NNTRC","male","0","yes","Yes"
"3969","5914-GXMDA","female","0","yes","No"
"3970","7463-IFMQU","female","0","yes","No"
"3971","2920-RNCEZ","male","0","yes","Yes"
"3972","2541-YGPKE","male","0","yes","Yes"
"3973","8515-OCTJS","female","0","no","No"
"3974","5382-TEMLV","male","0","no","No"
"3975","3441-CGZJH","female","0","yes","Yes"
"3976","9592-ERDKV","male","0","yes","No"
"3977","2860-RANUS","female","1","no","No"
"3978","5261-QSHQM","female","0","no","No"
"3979","4778-IZARL","male","0","yes","No"
"3980","0432-CAJZV","male","0","no","No"
"3981","7008-LZVOZ","male","0","yes","Yes"
"3982","8868-WOZGU","male","0","no","No"
"3983","1200-TUZHR","female","1","no","No"
"3984","9365-CSLBQ","male","0","no","Yes"
"3985","1334-FJSVR","male","0","no","No"
"3986","5884-FBCTL","female","0","yes","Yes"
"3987","7130-CTCUS","male","1","yes","No"
"3988","6242-FEGFD","male","0","yes","No"
"3989","7625-XCQRH","female","0","no","No"
"3990","6194-HBGQN","male","0","no","No"
"3991","7634-WSWDB","female","0","no","Yes"
"3992","6986-IXNDM","male","0","no","No"
"3993","1731-TVIUK","female","0","no","No"
"3994","2987-BJXIK","female","0","no","No"
"3995","9769-TSBZE","female","0","no","Yes"
"3996","0406-BPDVR","female","1","yes","No"
"3997","0618-XWMSS","male","0","no","Yes"
"3998","1395-WSWXR","male","0","no","No"
"3999","6023-GSSXW","female","0","yes","No"
"4000","6752-APNJL","male","0","yes","Yes"
"4001","5276-KQWHG","female","1","no","No"
"4002","0420-HLGXF","female","1","no","No"
"4003","7446-KQISO","male","0","yes","Yes"
"4004","9823-EALYC","male","0","yes","Yes"
"4005","0582-AVCLN","female","0","no","No"
"4006","5803-NQJZO","male","0","yes","No"
"4007","2565-JSLRY","male","0","no","No"
"4008","2607-DHDAK","male","0","yes","Yes"
"4009","1073-XXCZD","male","0","yes","No"
"4010","0743-HRVFF","female","0","yes","Yes"
"4011","4006-HKYHO","male","0","no","No"
"4012","3727-JEZTU","female","0","no","No"
"4013","8143-ETQTI","female","0","yes","Yes"
"4014","6689-KXGBO","female","0","no","No"
"4015","9667-TKTVZ","female","0","no","No"
"4016","3657-COGMW","female","1","no","No"
"4017","8570-KLJYJ","female","0","no","No"
"4018","7754-IXRMC","female","0","no","No"
"4019","9473-CBZOP","female","0","no","No"
"4020","2969-WGHQO","female","0","yes","Yes"
"4021","6615-NGGZJ","male","0","no","No"
"4022","4334-HOWRP","male","1","yes","No"
"4023","4255-DDUOU","female","0","yes","Yes"
"4024","5863-OOKCL","female","0","no","No"
"4025","1686-STUHN","male","0","no","No"
"4026","1329-VHWNP","female","0","no","No"
"4027","2984-MIIZL","male","0","no","No"
"4028","0266-GMEAO","male","0","yes","Yes"
"4029","5590-YRFJT","female","0","yes","No"
"4030","5574-NXZIU","male","0","no","No"
"4031","0019-GFNTW","female","0","no","No"
"4032","4256-ZWTZI","female","0","no","Yes"
"4033","8309-PPCED","female","0","yes","No"
"4034","4098-NAUKP","male","1","yes","Yes"
"4035","5196-WPYOW","male","0","yes","Yes"
"4036","4608-LCIMN","male","0","yes","Yes"
"4037","1485-YDHMM","male","0","yes","Yes"
"4038","4054-CUMIA","female","0","yes","Yes"
"4039","0603-TPMIB","female","0","yes","Yes"
"4040","2525-GVKQU","female","0","no","No"
"4041","8161-QYMTT","male","0","no","No"
"4042","9581-GVBXT","male","0","yes","Yes"
"4043","5862-BRIXZ","male","0","no","No"
"4044","5404-GGUKR","male","0","no","No"
"4045","3308-JSGML","male","1","yes","No"
"4046","2126-GSEGL","female","0","yes","No"
"4047","3677-TNKIO","female","0","no","No"
"4048","0440-QEXBZ","female","0","no","No"
"4049","2434-EEVDB","female","0","yes","No"
"4050","6762-QVYJO","female","0","yes","Yes"
"4051","6199-IWKGC","female","1","yes","No"
"4052","2675-DHUTR","male","1","yes","No"
"4053","8152-VETUR","female","0","yes","No"
"4054","9667-EQRXU","female","1","no","No"
"4055","7446-YPODE","male","1","no","No"
"4056","9522-BNTHX","female","1","no","No"
"4057","4676-WLUHT","male","0","no","No"
"4058","3329-WDIOK","female","0","no","No"
"4059","7980-MHFLQ","female","0","yes","Yes"
"4060","2873-ZLIWT","female","0","yes","Yes"
"4061","3415-TAILE","female","0","yes","Yes"
"4062","0757-WCUUZ","male","0","yes","Yes"
"4063","1629-DQQVB","female","0","no","No"
"4064","1915-IOFGU","female","0","no","No"
"4065","3045-XETSH","female","0","no","No"
"4066","0374-AACSZ","female","0","no","No"
"4067","7239-HZZCX","male","0","no","No"
"4068","4872-VXRIL","male","0","no","No"
"4069","9140-CZQZZ","female","0","yes","No"
"4070","3423-HHXAO","female","0","yes","Yes"
"4071","9938-TKDGL","male","0","yes","Yes"
"4072","0531-ZZJWQ","male","1","yes","No"
"4073","6537-QLGEX","female","0","no","No"
"4074","2688-BHGOG","male","1","no","No"
"4075","7683-CBDKJ","male","0","yes","Yes"
"4076","0946-CLJTI","male","1","yes","No"
"4077","3160-TYXLT","male","0","no","No"
"4078","1325-USMEC","male","0","yes","No"
"4079","0916-QOFDP","female","1","yes","Yes"
"4080","0628-CNQRM","male","0","yes","Yes"
"4081","5606-AMZBO","female","0","yes","No"
"4082","6199-IPCAO","female","0","yes","Yes"
"4083","7665-TOALD","female","0","no","No"
"4084","0112-QWPNC","male","0","yes","No"
"4085","0324-BRPCJ","female","1","yes","No"
"4086","2777-PHDEI","female","0","no","No"
"4087","5640-CAXOA","female","0","no","No"
"4088","2235-EZAIK","female","0","yes","No"
"4089","3847-BAERP","female","0","no","No"
"4090","1196-AMORA","male","0","no","No"
"4091","4282-YMKNA","female","0","no","No"
"4092","1453-RZFON","female","0","no","Yes"
"4093","8263-OKETD","female","0","no","No"
"4094","0670-KDOMA","female","0","no","No"
"4095","2476-YGEFM","female","0","no","No"
"4096","8687-BAFGU","male","0","no","No"
"4097","0641-EVBOJ","male","0","no","No"
"4098","0829-XXPLX","female","0","no","No"
"4099","9974-JFBHQ","male","0","no","Yes"
"4100","5356-RHIPP","male","0","no","No"
"4101","6624-JDRDS","female","0","no","No"
"4102","0608-JDVEC","male","0","yes","No"
"4103","9780-FKVVF","male","0","no","No"
"4104","1919-RTPQD","male","0","yes","Yes"
"4105","5214-NLTIT","male","0","yes","Yes"
"4106","3345-PBBFH","male","0","yes","No"
"4107","5055-BRMNE","female","0","yes","Yes"
"4108","9189-JWSHV","female","1","yes","No"
"4109","2190-PHBHR","female","0","yes","No"
"4110","2650-GYRYL","male","0","yes","Yes"
"4111","0746-JTRFU","male","0","no","No"
"4112","5208-FVQKB","male","0","yes","No"
"4113","7184-LRUUR","female","0","no","No"
"4114","6627-CFOSN","female","0","no","No"
"4115","3982-JGSFD","male","0","no","No"
"4116","1574-DYCWE","female","0","yes","Yes"
"4117","7247-XOZPB","male","0","yes","No"
"4118","2466-FCCPT","female","0","yes","Yes"
"4119","6211-WWLTF","male","0","yes","No"
"4120","4826-TZEVA","female","0","no","No"
"4121","6016-NXBNJ","male","0","no","No"
"4122","9138-EFSMO","male","0","yes","Yes"
"4123","0576-WNXXC","male","1","yes","No"
"4124","4632-XJMEX","male","0","no","Yes"
"4125","8910-LEDAG","male","1","yes","No"
"4126","3452-GWUIN","female","1","yes","No"
"4127","2716-GFZOR","male","0","yes","No"
"4128","3724-UCSHY","male","0","yes","Yes"
"4129","8626-XHBIE","male","0","no","Yes"
"4130","4628-CTTLA","male","0","no","No"
"4131","3192-LNKRK","male","0","yes","Yes"
"4132","4439-YRNVD","female","0","no","No"
"4133","2876-VBBBL","female","0","no","No"
"4134","6834-NXDCA","female","0","no","No"
"4135","2208-UGTGR","male","0","no","No"
"4136","3005-TYFRD","female","0","yes","No"
"4137","8670-MEFCP","female","0","yes","Yes"
"4138","3079-BCHLN","male","0","yes","No"
"4139","7777-UNYHB","female","0","yes","Yes"
"4140","5597-GLBUC","female","0","no","No"
"4141","7278-CKDNC","male","1","no","No"
"4142","2748-MYRVK","female","0","no","No"
"4143","8450-UYIBU","female","1","no","No"
"4144","2969-VAPYH","female","0","no","No"
"4145","4822-YCXMX","male","0","no","No"
"4146","7181-OQCUT","male","0","no","No"
"4147","8474-UMLNT","female","0","no","No"
"4148","9821-POOTN","male","0","yes","No"
"4149","3836-FZSDJ","male","1","yes","No"
"4150","9142-XMYJH","female","0","no","No"
"4151","6559-ILWKJ","male","0","yes","No"
"4152","0187-QSXOE","male","1","yes","No"
"4153","7733-UDMTP","female","1","no","No"
"4154","2649-HWLYB","male","0","yes","No"
"4155","5214-CHIWJ","male","0","no","No"
"4156","4229-CZMLL","male","0","no","No"
"4157","6904-JLBGY","female","1","no","No"
"4158","2465-BLLEU","male","0","no","No"
"4159","1685-VAYJF","male","0","no","No"
"4160","8874-EJNSR","male","0","yes","Yes"
"4161","6917-YACBP","female","1","no","No"
"4162","5049-MUBWG","male","0","no","No"
"4163","4223-WOZCM","male","1","no","No"
"4164","0769-MURVM","female","0","yes","Yes"
"4165","9253-VIFJQ","male","0","yes","No"
"4166","7030-FZTFM","male","0","yes","Yes"
"4167","9741-YLNTD","male","0","no","No"
"4168","5917-RYRMG","male","1","no","No"
"4169","5120-ZBLAI","female","0","yes","No"
"4170","1194-BHJYC","male","0","yes","No"
"4171","3663-MITLP","female","0","no","No"
"4172","0906-QVPMS","male","0","yes","No"
"4173","9025-ZRPVR","male","0","no","No"
"4174","1905-OEILC","female","0","no","No"
"4175","7858-GTZSP","female","0","no","No"
"4176","3285-UCQVC","female","0","no","No"
"4177","6248-BSHKG","male","0","yes","Yes"
"4178","4685-TFLLS","male","0","yes","Yes"
"4179","3470-BTGQO","male","0","no","Yes"
"4180","1209-VFFOC","male","0","yes","Yes"
"4181","8224-DWCKX","male","1","no","No"
"4182","5482-PLVPE","female","1","no","No"
"4183","4553-DVPZG","female","0","yes","No"
"4184","4902-OHLSK","female","1","no","No"
"4185","6917-IAYHD","male","0","no","Yes"
"4186","0495-ZBNGW","male","1","yes","No"
"4187","8620-RJPZN","female","0","no","No"
"4188","7572-KPVKK","male","0","no","Yes"
"4189","2642-MAWLJ","female","0","yes","Yes"
"4190","2357-COQEK","female","1","no","No"
"4191","7103-ZGVNT","female","0","yes","Yes"
"4192","3737-GCSPV","female","0","yes","No"
"4193","2027-WKXMW","female","0","yes","No"
"4194","7137-NAXML","male","0","no","No"
"4195","2428-ZMCTB","male","0","no","No"
"4196","2961-VNFKL","female","0","yes","No"
"4197","1768-HNVGJ","female","1","no","No"
"4198","6963-KQYQB","female","0","yes","Yes"
"4199","5934-RMPOV","female","0","no","Yes"
"4200","1207-BLKSA","female","0","yes","Yes"
"4201","4088-YLDSU","male","0","yes","No"
"4202","8316-BBQAY","female","0","no","No"
"4203","1166-PQLGG","female","0","yes","Yes"
"4204","3146-JTQHR","male","0","yes","No"
"4205","4291-YZODP","female","0","no","Yes"
"4206","4395-PZMSN","male","1","no","No"
"4207","6427-FEFIG","female","0","yes","Yes"
"4208","0017-IUDMW","female","0","yes","Yes"
"4209","8706-HRADD","male","0","no","No"
"4210","9955-QOPOY","male","0","yes","No"
"4211","4385-ZKVNW","male","0","yes","Yes"
"4212","5446-DKWYW","female","1","yes","Yes"
"4213","2034-CGRHZ","male","1","no","No"
"4214","5797-APWZC","female","0","no","No"
"4215","3683-QKIUE","female","0","no","No"
"4216","4228-ZGYUW","male","0","no","No"
"4217","9031-ZVQPT","male","0","yes","No"
"4218","2990-IAJSV","male","0","no","No"
"4219","8107-KNCIM","male","1","yes","No"
"4220","9027-YFHQJ","male","0","no","No"
"4221","5176-LDKUH","female","0","no","No"
"4222","4644-OBGFZ","male","0","yes","Yes"
"4223","7926-IJOOU","male","0","no","No"
"4224","6480-YAGIY","male","0","no","No"
"4225","4029-HPFVY","male","0","no","No"
"4226","7602-DBTOU","female","0","yes","No"
"4227","5345-BMKWB","male","0","yes","No"
"4228","3519-ZKXGG","female","0","yes","No"
"4229","5457-COLHT","male","0","yes","Yes"
"4230","6416-TVAIH","male","0","yes","Yes"
"4231","5451-YHYPW","female","1","yes","No"
"4232","5108-ADXWO","male","0","no","No"
"4233","7998-WNZEM","male","0","no","No"
"4234","3066-RRJIO","female","0","no","No"
"4235","4664-NJCMS","female","0","yes","No"
"4236","0307-BCOPK","female","0","no","No"
"4237","7629-WFGLW","female","1","yes","No"
"4238","2542-HYGIQ","female","0","no","No"
"4239","6715-OFDBP","male","0","no","No"
"4240","5016-LIPDW","male","0","yes","Yes"
"4241","6481-LXPWL","male","0","yes","Yes"
"4242","1567-DSCIC","male","0","no","No"
"4243","2150-UWTFY","female","0","yes","Yes"
"4244","6124-ACRHJ","female","0","no","No"
"4245","9362-MWODR","female","0","no","Yes"
"4246","9975-GPKZU","male","0","yes","Yes"
"4247","9625-RZFUK","male","0","yes","Yes"
"4248","5153-LXKDT","male","0","yes","Yes"
"4249","5161-UBZXI","male","0","yes","Yes"
"4250","1020-JPQOW","female","0","yes","No"
"4251","7919-ZODZZ","female","0","yes","Yes"
"4252","0565-JUPYD","male","0","no","No"
"4253","6867-ACCZI","female","0","yes","Yes"
"4254","5939-XAIXZ","female","0","no","No"
"4255","9054-FOWNV","male","0","yes","Yes"
"4256","2683-BPJSO","male","0","yes","No"
"4257","2157-MXBJS","male","0","yes","No"
"4258","8207-VVMYB","female","0","yes","No"
"4259","9732-EQMWY","female","0","yes","No"
"4260","9360-AHGNL","female","1","yes","No"
"4261","1087-UDSIH","female","0","no","No"
"4262","5269-NRGDP","male","0","yes","Yes"
"4263","6195-MELTI","male","0","no","No"
"4264","5485-WUYWF","male","1","no","No"
"4265","2121-JAFOM","female","0","yes","No"
"4266","8818-DOPVL","female","1","no","No"
"4267","2632-UCGVD","male","1","yes","No"
"4268","5445-PZWGX","male","0","no","No"
"4269","1227-UDMZR","female","0","yes","No"
"4270","5198-HQAEN","male","0","yes","Yes"
"4271","9170-CCKOU","male","0","yes","No"
"4272","2167-FQSTQ","female","0","yes","No"
"4273","2819-GWENI","female","0","yes","Yes"
"4274","1043-YCUTE","male","0","yes","No"
"4275","3814-MLAXC","female","0","no","No"
"4276","3572-UUHRS","male","0","no","No"
"4277","2692-PFYTJ","female","0","no","No"
"4278","1226-UDFZR","female","0","no","No"
"4279","5955-EPOAZ","female","0","no","No"
"4280","6821-JPCDC","female","0","yes","No"
"4281","8815-LMFLX","male","0","yes","Yes"
"4282","9135-HSWOC","male","0","yes","Yes"
"4283","8582-KRHPJ","male","0","no","No"
"4284","5811-IWXYM","female","0","yes","Yes"
"4285","7044-YAACC","male","1","yes","No"
"4286","8189-XRIKE","female","1","no","No"
"4287","1506-YJTYT","male","0","yes","Yes"
"4288","4123-DVHPH","male","0","yes","No"
"4289","6425-YQLLO","female","1","yes","No"
"4290","5442-UTCVD","male","0","no","Yes"
"4291","2228-BZDEE","female","0","no","No"
"4292","7734-DBOAI","female","0","yes","Yes"
"4293","2789-CZANW","female","0","yes","Yes"
"4294","2091-RFFBA","female","1","no","No"
"4295","2114-MGINA","female","0","no","No"
"4296","7596-LDUXP","female","0","no","No"
"4297","3740-RLMVT","male","1","yes","No"
"4298","4489-SNOJF","female","0","yes","Yes"
"4299","2192-OZITF","female","0","no","No"
"4300","5651-CPDND","male","0","no","No"
"4301","2186-QZEYA","female","1","no","No"
"4302","1131-ALZWV","female","0","no","No"
"4303","7729-XBTWX","male","0","yes","Yes"
"4304","9134-WYRVP","male","0","no","No"
"4305","3284-SVCRO","female","0","yes","No"
"4306","9732-OUYRN","female","0","yes","No"
"4307","0559-CKHUS","female","0","yes","No"
"4308","2931-SVLTV","male","0","yes","Yes"
"4309","6899-PPEEA","female","1","no","No"
"4310","7504-UWHNB","male","0","no","No"
"4311","2582-FFFZR","female","0","no","No"
"4312","8908-NMQTX","male","0","no","No"
"4313","2187-LZGPL","female","0","no","No"
"4314","1431-AIDJQ","male","0","yes","Yes"
"4315","6288-LBEAR","female","0","no","No"
"4316","4597-NUCQV","male","1","no","No"
"4317","9019-QVLZD","female","0","no","No"
"4318","8413-YNHNV","male","0","no","No"
"4319","5808-TOTXO","female","0","no","Yes"
"4320","4369-NYSCF","male","0","no","No"
"4321","6333-YDVLT","male","0","no","No"
"4322","5324-KTGCG","male","0","yes","No"
"4323","5599-HVLTW","female","1","no","No"
"4324","7394-LWLYN","female","0","no","No"
"4325","3707-LRWZD","female","0","no","No"
"4326","6873-UDNLD","male","0","no","No"
"4327","2700-LUEVA","male","0","no","No"
"4328","1455-ESIQH","male","0","no","No"
"4329","0958-YHXGP","female","0","no","No"
"4330","1101-SSWAG","female","0","yes","No"
"4331","2979-SXESE","female","0","yes","Yes"
"4332","4013-TLDHQ","male","0","no","No"
"4333","5743-KHMNA","male","0","no","No"
"4334","4194-FJARJ","female","0","yes","Yes"
"4335","5325-UWTWJ","male","0","yes","No"
"4336","3969-GYXEL","female","0","no","No"
"4337","9208-OLGAQ","female","1","no","No"
"4338","3244-CQPHU","female","1","no","No"
"4339","2674-MLXMN","female","1","no","No"
"4340","9708-HPXWZ","male","1","no","No"
"4341","6992-TKNYO","male","0","yes","No"
"4342","4468-YDOVK","male","0","no","Yes"
"4343","3754-DXMRT","male","1","no","No"
"4344","5792-JALQC","female","1","no","No"
"4345","7130-VTEWQ","female","1","no","No"
"4346","2200-DSAAL","female","0","no","No"
"4347","4302-ZYFEL","male","0","yes","Yes"
"4348","9351-LZYGF","female","0","yes","No"
"4349","4366-CTOUZ","female","0","no","No"
"4350","6121-VZNQB","female","0","no","No"
"4351","7903-CMPEY","male","1","yes","No"
"4352","1518-OMDIK","male","0","yes","No"
"4353","6671-NGWON","female","0","no","No"
"4354","0595-ITUDF","male","0","yes","Yes"
"4355","6996-KNSML","female","0","no","No"
"4356","1955-IBMMB","male","0","no","No"
"4357","0096-BXERS","female","0","yes","No"
"4358","3806-YAZOV","female","0","no","No"
"4359","7998-ZLXWN","female","0","yes","No"
"4360","6253-WRFHY","male","0","yes","Yes"
"4361","9133-AYJZG","female","0","no","No"
"4362","2675-OTVVJ","male","1","yes","No"
"4363","8680-CGLTP","male","0","no","No"
"4364","8430-TWCBX","female","0","yes","No"
"4365","5018-GWURO","female","0","yes","No"
"4366","6741-QRLUP","female","0","no","No"
"4367","4737-HOBAX","male","0","yes","No"
"4368","0537-QYZZN","male","1","yes","Yes"
"4369","3340-QBBFM","male","1","yes","No"
"4370","1704-NRWYE","female","1","no","No"
"4371","2592-SEIFQ","male","0","no","No"
"4372","8200-KLNYW","female","0","yes","No"
"4373","3372-CDXFJ","male","0","yes","Yes"
"4374","4781-ZXYGU","male","0","yes","Yes"
"4375","7632-YUTXB","female","0","yes","Yes"
"4376","2718-YSKCS","male","0","yes","Yes"
"4377","9896-UYMIE","male","0","no","No"
"4378","0853-NWIFK","female","0","no","No"
"4379","8212-CRQXP","female","0","yes","No"
"4380","6980-CDGFC","female","0","yes","No"
